InstitutionName,DegreeInstitutionName,TaxonomyLevel,TaxonomyValue,TotalFaculty,FemaleFaculty,MaleFaculty
"University of Kansas, The","University of California, Berkeley",Field,Urban and Regional Planning,2,1,1
"University of Maryland, College Park","University of California, Berkeley",Field,Urban and Regional Planning,3,1,2
University of Michigan,"University of California, Berkeley",Field,Urban and Regional Planning,5,1,3
"University of New Mexico, The","University of California, Berkeley",Field,Urban and Regional Planning,3,2,1
University of North Carolina at Chapel Hill,"University of California, Berkeley",Field,Urban and Regional Planning,3,2,1
University of Oregon,"University of California, Berkeley",Field,Urban and Regional Planning,2,1,1
University of Pennsylvania,"University of California, Berkeley",Field,Urban and Regional Planning,7,4,3
University of Washington,"University of California, Berkeley",Field,Urban and Regional Planning,3,1,1
Arizona State University,"University of California, Davis",Field,Urban and Regional Planning,2,1,1
Arizona State University,"University of California, Los Angeles",Field,Urban and Regional Planning,5,1,4
Florida State University,"University of California, Los Angeles",Field,Urban and Regional Planning,2,1,1
Rutgers - New Brunswick,"University of California, Los Angeles",Field,Urban and Regional Planning,2,1,1
"University of California, Berkeley","University of California, Los Angeles",Field,Urban and Regional Planning,3,1,2
"University of California, Irvine","University of California, Los Angeles",Field,Urban and Regional Planning,3,1,2
"University of California, Los Angeles","University of California, Los Angeles",Field,Urban and Regional Planning,3,1,2
University of Hawaii,"University of California, Los Angeles",Field,Urban and Regional Planning,2,1,1
University of Michigan,"University of California, Los Angeles",Field,Urban and Regional Planning,4,1,3
"University of New Orleans, The","University of California, Los Angeles",Field,Urban and Regional Planning,2,1,1
Arizona State University,"University of California, Santa Barbara",Field,Urban and Regional Planning,4,2,2
University of Illinois at Urbana-Champaign,"University of Chicago, The",Field,Urban and Regional Planning,2,1,1
University of Delaware,University of Delaware,Field,Urban and Regional Planning,4,1,2
University of Illinois at Urbana-Champaign,University of Illinois at Chicago,Field,Urban and Regional Planning,3,1,2
Arizona State University,University of Illinois at Urbana-Champaign,Field,Urban and Regional Planning,3,1,2
"University of Cincinnati, The",University of Illinois at Urbana-Champaign,Field,Urban and Regional Planning,2,1,1
University of Louisville,University of Louisville,Field,Urban and Regional Planning,2,1,1
Michigan State University,University of Michigan,Field,Urban and Regional Planning,4,1,3
University of Illinois at Chicago,University of Michigan,Field,Urban and Regional Planning,2,1,1
University of Massachusetts Amherst,University of Michigan,Field,Urban and Regional Planning,2,1,1
University of Michigan,University of Michigan,Field,Urban and Regional Planning,3,2,1
"University of Toledo, The",University of Michigan,Field,Urban and Regional Planning,2,1,1
"University of New Mexico, The","University of New Mexico, The",Field,Urban and Regional Planning,4,1,2
Florida Atlantic University,University of North Carolina at Chapel Hill,Field,Urban and Regional Planning,2,1,1
Portland State University,University of North Carolina at Chapel Hill,Field,Urban and Regional Planning,2,1,1
Texas A&M University,University of North Carolina at Chapel Hill,Field,Urban and Regional Planning,3,1,1
"University of California, Irvine",University of North Carolina at Chapel Hill,Field,Urban and Regional Planning,3,2,1
University of Illinois at Chicago,University of North Carolina at Chapel Hill,Field,Urban and Regional Planning,2,1,1
University of Illinois at Urbana-Champaign,University of North Carolina at Chapel Hill,Field,Urban and Regional Planning,3,1,1
University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,Field,Urban and Regional Planning,2,1,1
Massachusetts Institute of Technology,University of Pennsylvania,Field,Urban and Regional Planning,3,1,2
University of Massachusetts Amherst,University of Pennsylvania,Field,Urban and Regional Planning,2,1,1
University of Pennsylvania,University of Pennsylvania,Field,Urban and Regional Planning,2,1,1
University of Illinois at Urbana-Champaign,"University of Texas at Austin, The",Field,Urban and Regional Planning,2,1,1
"University of New Mexico, The",University of Virginia,Field,Urban and Regional Planning,2,1,1
Portland State University,University of Washington,Field,Urban and Regional Planning,3,1,1
Michigan State University,University of Wisconsin - Madison,Field,Urban and Regional Planning,2,1,1
University of Illinois at Urbana-Champaign,University of Wisconsin - Madison,Field,Urban and Regional Planning,3,2,1
University of Wisconsin - Madison,University of Wisconsin - Madison,Field,Urban and Regional Planning,4,1,3
University of Pennsylvania,Yale University,Field,Urban and Regional Planning,2,1,1
